connector_id,connector_name,platform,keyword,pull_time,video_id,video_title,comment_id,comment_author,comment_text,comment_like_count,comment_published_at,comment_updated_at,comment_url,clean_comment,comment_word_count,comment_char_count,sentiment_score,sentiment_label,subjectivity_score,comment_age_days,comment_age_hours,derived_hashtags,derived_hashtag_count,brand_mentions,brand_count,is_question,is_purchase_intent,is_complaint,comment_like_count_numeric,engagement_score,quality_score,urgency_score
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgwqWGOcLkxrNboxnWN4AaABAg,@GoluYadavGolu-i6f,Permanent job hai,0,2026-06-01T15:10:57Z,2026-06-01T15:10:57Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgwqWGOcLkxrNboxnWN4AaABAg,Permanent job hai,3,17,0.0,Neutral,0.0,3,90.81,,0,,0,False,False,False,0,0,20,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,Ugyv0ryL791w0-gtr614AaABAg,@Unknown_Banker,Ye chu....ya kat ta h baccho ka Exeperence required h,0,2026-06-01T06:30:42Z,2026-06-01T06:30:42Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=Ugyv0ryL791w0-gtr614AaABAg,Ye chu....ya kat ta h baccho ka Exeperence required h,10,53,0.0,Neutral,0.0,4,99.48,,0,,0,False,False,False,0,0,50,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgwRfltNe-2siqYUzjV4AaABAg,@biswajeetkumar7701,Feku,1,2026-06-01T06:01:23Z,2026-06-01T06:01:23Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgwRfltNe-2siqYUzjV4AaABAg,Feku,1,4,0.0,Neutral,0.0,4,99.97,,0,,0,False,False,False,1,1,50,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgxmZ43zAJcNTXvGv3l4AaABAg,@NikhleshSana-h1d,"Sir me viklang person hu locomotor disability 40% hu
Or mere right Hand ke finger me problem h 
12th pass out hu 
To mereko job milega",0,2026-06-01T05:06:23Z,2026-06-01T05:06:23Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgxmZ43zAJcNTXvGv3l4AaABAg,Sir me viklang person hu locomotor disability 40% hu Or mere right Hand ke finger me problem h 12th pass out hu To mereko job milega,26,132,-0.1071,Negative,0.5179,4,100.89,,0,,0,False,False,False,0,0,50,40
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgzQa-EgzZ9n0pn3QGl4AaABAg,@DhiranClub,Fresher kr shakte hai kya,2,2026-06-01T02:21:16Z,2026-06-01T02:21:16Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgzQa-EgzZ9n0pn3QGl4AaABAg,Fresher kr shakte hai kya,5,25,0.0,Neutral,0.0,4,103.64,,0,,0,False,False,False,2,2,50,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,Ugzozk0wkOzJHzWNsdh4AaABAg,@King_of_prayagraj,Jo bta rahe wahi dikhaya kro isme graduation walo ke liye kuchh nhi hai,2,2026-06-01T02:21:11Z,2026-06-01T02:21:11Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=Ugzozk0wkOzJHzWNsdh4AaABAg,Jo bta rahe wahi dikhaya kro isme graduation walo ke liye kuchh nhi hai,14,71,0.0,Neutral,0.0,4,103.64,,0,,0,False,False,False,2,2,80,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgzeWyezP53374j890V4AaABAg,@APVLOG-0708,Fresher kar skte hai,0,2026-06-01T02:11:36Z,2026-06-01T02:11:36Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgzeWyezP53374j890V4AaABAg,Fresher kar skte hai,4,20,0.0,Neutral,0.0,4,103.8,,0,,0,False,False,False,0,0,20,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgzXv2LBFpvA93eUN9d4AaABAg,@VideoEditorLucknow,FRAUND VIDEO,1,2026-05-31T23:09:26Z,2026-05-31T23:09:26Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgzXv2LBFpvA93eUN9d4AaABAg,FRAUND VIDEO,2,12,0.0,Neutral,0.0,4,106.84,,0,,0,False,False,False,1,1,50,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgwRqYEKqWnN13GJTc14AaABAg,@Abhisharma12m,Isme koi fresher nhi h aap ye kyu nhi btate ho bs view ke liye kuchh bhi,1,2026-05-31T14:59:04Z,2026-05-31T14:59:04Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgwRqYEKqWnN13GJTc14AaABAg,Isme koi fresher nhi h aap ye kyu nhi btate ho bs view ke liye kuchh bhi,17,72,0.0,Neutral,0.0,4,115.01,,0,,0,False,False,False,1,1,80,0
4,Check,youtube,Tata Motors,2026-06-02 13:17:36.914416,kvovyIMh5Fw,Tata Motors Recruitment 2026 | Tata Motors Hiring 2026 | Tata Motors Job Vacancy 2026 | Freshers Job,UgyJP8Fo8_-XQ4N5CNF4AaABAg,@technicalbichaar,"Jab apply online pe click kar raha hoon apke website main to open hi nehi ho raha hai, please fix it.",1,2026-05-31T14:47:55Z,2026-05-31T14:47:55Z,https://www.youtube.com/watch?v=kvovyIMh5Fw&lc=UgyJP8Fo8_-XQ4N5CNF4AaABAg,"Jab apply online pe click kar raha hoon apke website main to open hi nehi ho raha hai, please fix it.",21,101,0.0833,Neutral,0.4167,4,115.2,,0,,0,False,False,False,1,1,80,0
