connector_id,connector_name,platform,source,author,title,description,content,url,published_at,input_keyword,matched_term,sentiment,language,collected_at,keyword,clean_title,clean_description,clean_content,title_word_count,description_word_count,content_word_count,title_char_count,description_char_count,content_char_count,estimated_read_time_min,sentiment_score,sentiment_label,subjectivity_score,article_age_days,article_age_hours,keyword_found_in_title,keyword_found_in_description,keyword_found_in_content,keyword_frequency,keyword_density,hashtags,hashtag_count,mentions,mention_count,domain,brand_mentions,brand_count,has_author,has_description,has_content,completeness_score,content_quality_score
12,News API Coca cola,newsapi,BusinessLine,Reuters,Coca-Cola’s Indian bottling unit targets potential stock market debut in 2027,"Coca-Cola is exploring an IPO for Hindustan Coca-Cola Beverages in India, targeting a 2027 listing while considering a partial stake sale.","Coca-Cola said on Monday it
was exploring a potential initial public offering in India for
Hindustan Coca-Cola Beverages, the parent of its largest bottler
in the country.
The company is preparin… [+790 chars]",https://www.thehindubusinessline.com/markets/coca-colas-indian-bottling-unit-targets-potential-stock-market-debut-in-2027/article71050919.ece,2026-06-02T00:44:26Z,coca-cola,coca-cola,Negative,en,2026-06-05T10:14:21.017244+05:30,coca-cola,Coca-Cola’s Indian bottling unit targets potential stock market debut in 2027,"Coca-Cola is exploring an IPO for Hindustan Coca-Cola Beverages in India, targeting a 2027 listing while considering a partial stake sale.","Coca-Cola said on Monday it was exploring a potential initial public offering in India for Hindustan Coca-Cola Beverages, the parent of its largest bottler in the country. The company is preparin… [+790 chars]",11,21,33,77,138,209,0.16,0.0,Neutral,0.3556,3,77.67,True,True,True,2,6.06,,0,,0,thehindubusinessline.com,coca-cola,1,True,True,True,100,100
12,News API Coca cola,newsapi,Yanko Design,Ida Torres,Coca-Cola Just Turned Its Iconic Bottle Into Chopsticks,"Coca-Cola Just Turned Its Iconic Bottle Into ChopsticksIf you visit most parts of East Asia and Southeast Asia, you will find something on almost every dining table, whether it’s at home or...","If you visit most parts of East Asia and Southeast Asia, you will find something on almost every dining table, whether it’s at home or a public dining establishment: a pair of chopsticks. If you live… [+3555 chars]",https://www.yankodesign.com/2026/06/01/coca-cola-just-turned-its-iconic-bottle-into-chopsticks/,2026-06-01T17:20:11Z,coca-cola,coca-cola,Positive,en,2026-06-05T10:14:21.020695+05:30,coca-cola,Coca-Cola Just Turned Its Iconic Bottle Into Chopsticks,"Coca-Cola Just Turned Its Iconic Bottle Into ChopsticksIf you visit most parts of East Asia and Southeast Asia, you will find something on almost every dining table, whether it’s at home or...","If you visit most parts of East Asia and Southeast Asia, you will find something on almost every dining table, whether it’s at home or a public dining establishment: a pair of chopsticks. If you live… [+3555 chars]",8,32,38,55,192,214,0.19,0.25,Positive,0.2833,3,85.07,True,True,False,0,0.0,,0,,0,yankodesign.com,coca-cola,1,True,True,True,100,80
12,News API Coca cola,newsapi,Yahoo Entertainment,,Is Coca-Cola (KO) the Safest Dividend Stock To Buy?,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a445d4c0-61b2-409d-a86b-3ef72908ba78,2026-06-01T13:43:36Z,coca-cola,coca-cola,Neutral,en,2026-06-05T10:14:21.021988+05:30,coca-cola,Is Coca-Cola (KO) the Safest Dividend Stock To Buy?,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",9,0,38,51,0,214,0.19,-0.125,Negative,0.375,3,88.68,True,False,False,0,0.0,,0,,0,yahoo.com,coca-cola,1,False,False,True,50,80
12,News API Coca cola,newsapi,Yahoo Entertainment,,Why Warren Buffett Hasn’t Sold Coca-Cola Stock for Over 30 Years,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_c97c3469-d640-4c82-93b3-2bea9b713d4b,2026-05-31T16:00:03Z,coca-cola,coca-cola,Neutral,en,2026-06-05T10:14:21.024278+05:30,coca-cola,Why Warren Buffett Hasn’t Sold Coca-Cola Stock for Over 30 Years,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",11,0,38,64,0,214,0.19,-0.125,Negative,0.375,4,110.41,True,False,False,0,0.0,,0,,0,yahoo.com,coca-cola,1,False,False,True,50,80
12,News API Coca cola,newsapi,Barchart.com,Neharika Jain,Is Coca-Cola Stock Underperforming the S&P 500?,"Coca-Cola has underperformed the S&P 500 recently, yet analysts remain highly optimistic about the stock’s prospects.","Valued at a market cap of $346 billion, The Coca-Cola Company (KO) is one of the world's largest non-alcoholic beverage corporations. The  Atlanta, Georgia-based company provides Trademark Coca-Cola,… [+2457 chars]",https://www.barchart.com/story/news/2219253/is-coca-cola-stock-underperforming-the-s-p-500,2026-05-30T20:58:53Z,coca-cola,coca-cola,Positive,en,2026-06-05T10:14:21.027904+05:30,coca-cola,Is Coca-Cola Stock Underperforming the S&P 500?,"Coca-Cola has underperformed the S&P 500 recently, yet analysts remain highly optimistic about the stock’s prospects.","Valued at a market cap of $346 billion, The Coca-Cola Company (KO) is one of the world's largest non-alcoholic beverage corporations. The Atlanta, Georgia-based company provides Trademark Coca-Cola,… [+2457 chars]",7,16,30,47,117,213,0.15,0.0,Neutral,0.0,5,129.42,True,True,True,2,6.67,,0,,0,barchart.com,coca-cola,1,True,True,True,100,100
12,News API Coca cola,newsapi,Iheart.com,Iheartradio,"Bozoma Saint John On Ghana & Kenyan Roots, Marketing Africa, Beyoncé, Boris Kodjoe, Apple, Pepsi","<p>Bozoma Saint John joins One54 Africa Podcast for an inspiring conversation about African identity, cultural pride, global marketing, and building a legacy that extends far beyond corporate success.</p> <p>Bozoma Saint John reflects on her Ghanaian roots an…","Speaker 1(00:00):You walked away from an eight figure that means ten plus.Speaker 2(00:03):Yes, it's in my math right, yes, yes, yes, andthat's cash without the stop darnth. Just to be clear,you need… [+94502 chars]",https://www.iheart.com/podcast/1119-one-54-podcast-297755886/episode/bozoma-saint-john-on-ghana-335696617/,2026-06-03T23:43:37Z,coke,pepsi,Positive,en,2026-06-05T10:14:21.805652+05:30,pepsi,"Bozoma Saint John On Ghana & Kenyan Roots, Marketing Africa, Beyoncé, Boris Kodjoe, Apple, Pepsi","<p>Bozoma Saint John joins One54 Africa Podcast for an inspiring conversation about African identity, cultural pride, global marketing, and building a legacy that extends far beyond corporate success.</p> <p>Bozoma Saint John reflects on her Ghanaian roots an…","Speaker 1(00:00):You walked away from an eight figure that means ten plus.Speaker 2(00:03):Yes, it's in my math right, yes, yes, yes, andthat's cash without the stop darnth. Just to be clear,you need… [+94502 chars]",15,37,34,96,260,215,0.17,0.1429,Positive,0.2679,1,30.68,True,False,False,0,0.0,,0,,0,iheart.com,pepsi,1,True,True,True,100,80
12,News API Coca cola,newsapi,Iheart.com,Iheartradio,"Bozoma Saint John On Ghanaian & Kenyan Roots, Marketing Africa, Beyoncé, Boris Kodjoe, Apple, Pepsi","Bozoma Saint John joins One54 Africa Podcast for an inspiring conversation about African identity, cultural pride, global marketing, and building a legacy that...","Available transcripts are automatically generated. Complete accuracy is not guaranteed.Speaker 1(00:00):You walked away from an eight figure that means ten plus.
Speaker 2(00:03):Yes, it's in my mat… [+94591 chars]",https://www.iheart.com/podcast/1119-one-54-podcast-297755886/episode/bozoma-saint-john-on-ghana-kenyan-roots-marketing-africa-beyonce-boris-kodjoe-apple-pepsi-335696617,2026-06-03T23:43:37Z,coke,pepsi,Positive,en,2026-06-05T10:14:21.808851+05:30,pepsi,"Bozoma Saint John On Ghanaian & Kenyan Roots, Marketing Africa, Beyoncé, Boris Kodjoe, Apple, Pepsi","Bozoma Saint John joins One54 Africa Podcast for an inspiring conversation about African identity, cultural pride, global marketing, and building a legacy that...","Available transcripts are automatically generated. Complete accuracy is not guaranteed.Speaker 1(00:00):You walked away from an eight figure that means ten plus. Speaker 2(00:03):Yes, it's in my mat… [+94591 chars]",15,23,29,99,162,214,0.14,0.1667,Positive,0.2667,1,30.68,True,False,False,0,0.0,,0,,0,iheart.com,pepsi,1,True,True,True,100,80
12,News API Coca cola,newsapi,Just Jared,Bradley Stern,Hunter Biden Reacts to Claim That He Left Coke Bag at White House,"Hunter Biden is reflecting on sobriety and hitting back at a doubter. The 56-year-old son of former President Joe Biden […]
The post Hunter Biden Reacts to Claim That He Left Coke Bag at White House appeared first on Just Jared - Celebrity News and Gossip | E…","Credit: Getty
Hunter Biden is reflecting on sobriety and hitting back at a doubter.
The 56-year-old son of former President Joe Biden celebrated seven years of sobriety in a post on social media sh… [+1495 chars]",https://www.justjared.com/2026/06/02/hunter-biden-reacts-to-claim-that-he-left-coke-bag-at-white-house/,2026-06-02T17:08:54Z,coke,coke,Positive,en,2026-06-05T10:14:21.812708+05:30,coke,Hunter Biden Reacts to Claim That He Left Coke Bag at White House,Hunter Biden is reflecting on sobriety and hitting back at a doubter. The 56-year-old son of former President Joe Biden […] The post Hunter Biden Reacts to Claim That He Left Coke Bag at White House appeared first on Just Jared - Celebrity News and Gossip | E…,Credit: Getty Hunter Biden is reflecting on sobriety and hitting back at a doubter. The 56-year-old son of former President Joe Biden celebrated seven years of sobriety in a post on social media sh… [+1495 chars],13,48,36,65,260,212,0.18,0.0958,Neutral,0.2042,2,61.26,True,True,False,0,0.0,,0,,0,justjared.com,,0,True,True,True,100,80
12,News API Coca cola,newsapi,Fark.com,,"No one could be LESS qualified for National Security Director than Tulsi Gabbard, right? Trump: Hold my Diet Coke [Facepalm]","No one could be LESS qualified for National Security Director than Tulsi Gabbard, right? Trump: Hold my Diet Coke","<li>Links are submitted by members of the Fark community.
</li><li>When community members submit a link, they also write a custom headline for the story.
</li><li>Other Farkers comment on the links… [+177 chars]",https://www.fark.com/comments/14086516/No-one-could-be-LESS-qualified-for-National-Security-Director-than-Tulsi-Gabbard-right-Trump-Hold-my-Diet-Coke,2026-06-02T16:57:55Z,coke,coke,Positive,en,2026-06-05T10:14:21.815517+05:30,coke,"No one could be LESS qualified for National Security Director than Tulsi Gabbard, right? Trump: Hold my Diet Coke [Facepalm]","No one could be LESS qualified for National Security Director than Tulsi Gabbard, right? Trump: Hold my Diet Coke","<li>Links are submitted by members of the Fark community. </li><li>When community members submit a link, they also write a custom headline for the story. </li><li>Other Farkers comment on the links… [+177 chars]",20,19,32,124,113,211,0.16,0.0,Neutral,0.0,2,61.44,True,True,False,0,0.0,,0,,0,fark.com,,0,False,True,True,75,80
12,News API Coca cola,newsapi,Dailymail.com,Christine Rendón,Mackenzie Phillips claims she snorted coke and drank wine with Valerie Bertinelli during One Day At A Time lunch breaks,"The pair played sisters Julie Cooper and Barbara Cooper on the series from 1975 to 1984, but Phillips struggled with substance abuse and was fired twice from the show.","Mackenzie Phillips is revealing some of the debauchery that she claims went on behind-the-scenes with Valerie Bertinelli on their family-friendly sitcom One Day at a Time. 
The pair played sisters J… [+5520 chars]",https://www.dailymail.com/tvshowbiz/article-15864667/mackenzie-phillips-valerie-bertinelli-drugs-one-day-time.html,2026-06-01T21:39:07Z,coke,coke,Neutral,en,2026-06-05T10:14:21.821147+05:30,coke,Mackenzie Phillips claims she snorted coke and drank wine with Valerie Bertinelli during One Day At A Time lunch breaks,"The pair played sisters Julie Cooper and Barbara Cooper on the series from 1975 to 1984, but Phillips struggled with substance abuse and was fired twice from the show.",Mackenzie Phillips is revealing some of the debauchery that she claims went on behind-the-scenes with Valerie Bertinelli on their family-friendly sitcom One Day at a Time. The pair played sisters J… [+5520 chars],20,29,33,119,167,212,0.16,0.0,Neutral,0.0,3,80.75,True,False,False,0,0.0,,0,,0,dailymail.com,,0,True,True,True,100,80
12,News API Coca cola,newsapi,Slickdeals.net,Eragorn,12-Pk 12-Oz Diet Coke Caffeine Free Soda $4.70,"Amazon has 12-Pack 12-Oz Diet Coke Caffeine Free Soda Cans on sale for $4.68. Shipping is free with Prime or on $35+ orders.

Thanks to Deal Hunter Eragorn for sharing this deal.

Note: May also b","Amazon has 12-Pack 12-Oz Diet Coke Caffeine Free Soda Cans on sale for $4.68. Shipping is free with Prime or on $35+ orders.Thanks to Deal Hunter Eragorn for sharing this deal.
Note: May also be ava… [+610 chars]",https://slickdeals.net/f/19578600-12-pk-12-oz-diet-coke-caffeine-free-soda-4-70,2026-05-31T19:25:24Z,coke,coke,Positive,en,2026-06-05T10:14:21.826151+05:30,coke,12-Pk 12-Oz Diet Coke Caffeine Free Soda $4.70,Amazon has 12-Pack 12-Oz Diet Coke Caffeine Free Soda Cans on sale for $4.68. Shipping is free with Prime or on $35+ orders. Thanks to Deal Hunter Eragorn for sharing this deal. Note: May also b,Amazon has 12-Pack 12-Oz Diet Coke Caffeine Free Soda Cans on sale for $4.68. Shipping is free with Prime or on $35+ orders.Thanks to Deal Hunter Eragorn for sharing this deal. Note: May also be ava… [+610 chars],8,36,38,46,194,212,0.19,0.4,Positive,0.8,4,106.98,True,True,True,1,2.63,,0,,0,slickdeals.net,,0,True,True,True,100,100
12,News API Coca cola,newsapi,Slickdeals.net,Eragorn,12-Pack 12-Oz Diet Coke Caffeine Free Soda $4.68 + Free Shipping w/ Prime or on orders over $35,Amazon [amazon.com] has *12-Pack 12-Oz Diet Coke Caffeine Free Soda* for *$4.68*. *Shipping is free* with Prime or on $35+,"This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",https://slickdeals.net/f/19578600-12-pack-12-oz-diet-coke-caffeine-free-soda-4-68-free-shipping-w-prime-or-on-orders-over-35,2026-05-31T04:29:09Z,coke,coke,Positive,en,2026-06-05T10:14:21.827750+05:30,coke,12-Pack 12-Oz Diet Coke Caffeine Free Soda $4.68 + Free Shipping w/ Prime or on orders over $35,Amazon [amazon.com] has *12-Pack 12-Oz Diet Coke Caffeine Free Soda* for *$4.68*. *Shipping is free* with Prime or on $35+,"This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",18,20,32,95,122,212,0.16,0.3875,Positive,0.775,5,121.92,True,True,False,0,0.0,,0,,0,slickdeals.net,,0,True,True,True,100,80
12,News API Coca cola,newsapi,YouTube,,"Non-Carbonated Drinks, Coke Zero vs. Diet Coke, and Tasting Snack Packs!","Non-Carbonated Drinks, Coke Zero vs. Diet Coke, and Tasting Snack Packs!youtube.com","Your browser isnt supported anymore. Update it to get the best YouTube experience and our latest features. Learn more
Remind me later",https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3Dn33pclNKqX4,2026-05-29T10:00:10Z,coke,coke,Neutral,en,2026-06-05T10:14:21.829504+05:30,coke,"Non-Carbonated Drinks, Coke Zero vs. Diet Coke, and Tasting Snack Packs!","Non-Carbonated Drinks, Coke Zero vs. Diet Coke, and Tasting Snack Packs!youtube.com",Your browser isnt supported anymore. Update it to get the best YouTube experience and our latest features. Learn more Remind me later,11,11,22,72,83,133,0.11,0.5,Positive,0.425,6,164.4,True,True,False,0,0.0,,0,,0,youtube.com,,0,False,True,True,75,80
12,News API Coca cola,newsapi,Slickdeals.net,NavyBorder794,Food Lion Coke Products Sale (1 replies),Food Lion has 24 packs of 12 oz cans of Coke products on sale for $8.99 on 5/29/26. Must be a Food Lion MVP member,"This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",https://slickdeals.net/f/19572051-food-lion-coke-products-sale,2026-05-29T02:22:19Z,coke,coke,Neutral,en,2026-06-05T10:14:21.830550+05:30,coke,Food Lion Coke Products Sale (1 replies),Food Lion has 24 packs of 12 oz cans of Coke products on sale for $8.99 on 5/29/26. Must be a Food Lion MVP member,"This collaborative space allows users to contribute additional information, tips, and insights to enhance the original deal post. Feel free to share your knowledge and help fellow shoppers make infor… [+26 chars]",7,25,32,40,114,212,0.16,0.3875,Positive,0.775,7,172.03,True,True,False,0,0.0,,0,,0,slickdeals.net,,0,True,True,True,100,80
12,News API Coca cola,newsapi,BroBible,Ljeonida Mulabazi,Man Orders Whiskey And Coke At Las Vegas Casino. Then He Asks What Type Of Whiskey They Comp: ‘Ooh…’,"You’d think ordering a drink at a bar would be pretty straightforward. But talk to any bartender long enough, and they’ll probably have more than a few patron stories that made them stop and blink. TikTok creator and Las Vegas-based bartender Marti (@martiii_…","Youd think ordering a drink at a bar would be pretty straightforward. But talk to any bartender long enough, and theyll probably have more than a few patron stories that made them stop and blink.
Ti… [+3253 chars]",https://brobible.com/culture/article/jack-daniels-too-sweet/,2026-05-29T00:00:08Z,coke,coke,Positive,en,2026-06-05T10:14:21.833208+05:30,coke,Man Orders Whiskey And Coke At Las Vegas Casino. Then He Asks What Type Of Whiskey They Comp: ‘Ooh…’,"You’d think ordering a drink at a bar would be pretty straightforward. But talk to any bartender long enough, and they’ll probably have more than a few patron stories that made them stop and blink. TikTok creator and Las Vegas-based bartender Marti (@martiii_…","Youd think ordering a drink at a bar would be pretty straightforward. But talk to any bartender long enough, and theyll probably have more than a few patron stories that made them stop and blink. Ti… [+3253 chars]",19,43,38,100,260,213,0.19,0.1458,Positive,0.4792,7,174.4,True,False,False,0,0.0,,0,martiii_,1,brobible.com,,0,True,True,True,100,80
12,News API Coca cola,newsapi,Royal Society of Chemistry,"Tomasz Kondratowicz, Aurélien Quenet, Xujun Li, Andrea Testino, Oliver Kröcher, Frédéric Vogel, David Baudouin","Ru/CeO2 catalysts for supercritical water gasification of glycerol: stability, activity, and coke hydrothermal oxidation","Catal. Sci. Technol., 2026, Advance ArticleDOI: 10.1039/D5CY01486G, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Tomasz Kondratowicz, Aurélien Quenet, Xujun Li, Andrea Testino, Oliver Kröcher, Fréd…","* 
 Corresponding authors
a
 PSI Center for Energy and Environmental Sciences, Paul Scherrer Institute (PSI), 5232 Villigen PSI, Switzerland
E-mail:david.baudouin@psi.ch
b
 Institute of Chemica… [+342 chars]",https://pubs.rsc.org/en/content/articlelanding/2026/cy/d5cy01486g,2026-05-28T23:00:00Z,coke,coke,Positive,en,2026-06-05T10:14:21.837748+05:30,coke,"Ru/CeO2 catalysts for supercritical water gasification of glycerol: stability, activity, and coke hydrothermal oxidation","Catal. Sci. Technol., 2026, Advance ArticleDOI: 10.1039/D5CY01486G, Paper Open Access &nbsp This article is licensed under a Creative Commons Attribution 3.0 Unported Licence.Tomasz Kondratowicz, Aurélien Quenet, Xujun Li, Andrea Testino, Oliver Kröcher, Fréd…","* Corresponding authors a PSI Center for Energy and Environmental Sciences, Paul Scherrer Institute (PSI), 5232 Villigen PSI, Switzerland E-mail:david.baudouin@psi.ch b Institute of Chemica… [+342 chars]",14,33,26,120,260,203,0.13,-0.1,Neutral,0.1,7,175.41,True,False,False,0,0.0,,0,psi,1,rsc.org,,0,True,True,True,100,80
12,News API Coca cola,newsapi,Yahoo Entertainment,,Will Pepsi Stock Hit a New All Time High in 2026?,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0036b277-ed7b-4ce7-97a5-00d3a5d9f599,2026-06-02T16:27:57Z,pepsi,pepsi,Positive,en,2026-06-05T10:14:22.615520+05:30,pepsi,Will Pepsi Stock Hit a New All Time High in 2026?,,"If you click 'Accept all', we and our partners, including 247 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",11,0,38,49,0,214,0.19,-0.125,Negative,0.375,2,61.94,True,False,False,0,0.0,,0,,0,yahoo.com,pepsi,1,False,False,True,50,80
12,News API Coca cola,newsapi,PR Newswire UK,,THE KILLERS ROCK THE UEFA CHAMPIONS LEAGUE FINAL KICK OFF SHOW PRESENTED BY PEPSI®,"Millions of fans from across the world tuned in to watch the iconic rock band's unmissable performance ahead of the showpiece fixture of the club football season. BUDAPEST, Hungary, May 30, 2026 /PRNewswire/ -- #PEPSIKICKOFFSHOW – Global superstars The Killer…","Millions of fans from across the world tuned in to watch the iconic rock band's unmissable performance ahead of the showpiece fixture of the club football season.
BUDAPEST, Hungary, May 30, 2026 /PR… [+2245 chars]",https://www.prnewswire.co.uk/news-releases/the-killers-rock-the-uefa-champions-league-final-kick-off-show-presented-by-pepsi-302786305.html,2026-05-30T17:32:00Z,pepsi,pepsi,Positive,en,2026-06-05T10:14:22.617158+05:30,pepsi,THE KILLERS ROCK THE UEFA CHAMPIONS LEAGUE FINAL KICK OFF SHOW PRESENTED BY PEPSI®,"Millions of fans from across the world tuned in to watch the iconic rock band's unmissable performance ahead of the showpiece fixture of the club football season. BUDAPEST, Hungary, May 30, 2026 /PRNewswire/ -- #PEPSIKICKOFFSHOW – Global superstars The Killer…","Millions of fans from across the world tuned in to watch the iconic rock band's unmissable performance ahead of the showpiece fixture of the club football season. BUDAPEST, Hungary, May 30, 2026 /PR… [+2245 chars]",14,40,35,82,260,213,0.18,0.5,Positive,0.5,5,132.87,True,True,False,0,0.0,PEPSIKICKOFFSHOW,1,,0,prnewswire.co.uk,pepsi,1,False,True,True,75,80
